Reach Name,Basin,Assessment Unit,Priority Actions,Reach Rank,Priority Species,Priority Life Stages,Unacceptable Limiting Factors,At-Risk Limiting Factors,Action Categories,Updated
Chewuch River Pearrygin 03,Methow,Chewuch River-Pearrygin Creek,"Restore Reach Function, Address Limiting Factors",2,"Spring Chinook, Steelhead","Winter Rearing,Summer Rearing","Cover- Wood,Riparian-Canopy Cover,Temperature- Rearing","Flow- Summer Base Flow,Floodplain Connectivity,Off-Channel- Side-Channels,Riparian-Disturbance,Riparian","Bank Restoration, Channel Complexity Restoration, Channel Modification, Floodplain Reconnection, Instream Flow Enhancement, Riparian Restoration and Management, Side Channel and Off-Channel Habitat Restoration, Upland Management, Water Quality Improvement",27.Jan.2375
Chewuch River Pearrygin 04,Methow,Chewuch River-Pearrygin Creek,"Restore Reach Function, Address Limiting Factors",2,"Spring Chinook, Steelhead","Winter Rearing,Summer Rearing","Cover- Wood,Riparian-Canopy Cover,Temperature- Rearing","Flow- Summer Base Flow,Floodplain Connectivity,Off-Channel- Side-Channels,Riparian-Disturbance,Riparian","Bank Restoration, Channel Complexity Restoration, Channel Modification, Floodplain Reconnection, Instream Flow Enhancement, Riparian Restoration and Management, Side Channel and Off-Channel Habitat Restoration, Upland Management, Water Quality Improvement",27.Jan.2376
Chewuch River Pearrygin 08,Methow,Chewuch River-Pearrygin Creek,"Restore Reach Function, Address Limiting Factors",2,"Spring Chinook, Steelhead","Winter Rearing,Summer Rearing","Cover- Wood,Temperature- Rearing","Flow- Summer Base Flow,Riparian-Canopy Cover","Channel Complexity Restoration, Channel Modification, Floodplain Reconnection, Instream Flow Enhancement, Riparian Restoration and Management, Side Channel and Off-Channel Habitat Restoration, Upland Management, Water Quality Improvement",27.Jan.2377
Entiat River Mills 03,Entiat,Entiat River-Mills Creek,"Restore Reach Function, Address Limiting Factors",2,"Spring Chinook, Steelhead","Winter Rearing,Summer Rearing","Flow- Summer Base Flow,Riparian-Canopy Cover,Temperature- Rearing","Cover- Wood,Floodplain Connectivity,Off-Channel- Side-Channels,Pool Quantity and Quality,Riparian-Disturbance,Riparian","Bank Restoration, Channel Complexity Restoration, Channel Modification, Fine Sediment Management, Floodplain Reconnection, Instream Flow Enhancement, Riparian Restoration and Management, Side Channel and Off-Channel Habitat Restoration, Upland Management, Water Quality Improvement",27.Jan.2378
Entiat River Mills 05,Entiat,Entiat River-Mills Creek,"Restore Reach Function, Address Limiting Factors",2,"Spring Chinook, Steelhead","Winter Rearing,Summer Rearing","Flow- Summer Base Flow,Riparian-Canopy Cover","Cover- Wood,Floodplain Connectivity,Off-Channel- Side-Channels,Pool Quantity and Quality,Riparian-Disturbance,Riparian,Temperature- Rearing,PRCNT Fines and Embeddedness","Bank Restoration, Channel Complexity Restoration, Channel Modification, Fine Sediment Management, Floodplain Reconnection, Instream Flow Enhancement, Riparian Restoration and Management, Side Channel and Off-Channel Habitat Restoration, Upland Management, Water Quality Improvement",27.Jan.2379
Methow River Thompson 05,Methow,Methow River-Thompson Creek,"Restore Reach Function, Address Limiting Factors",2,"Spring Chinook, Steelhead","Winter Rearing,Summer Rearing","Riparian-Disturbance,Riparian-Canopy Cover,Riparian","Bank Stability,Channel Stability,Stability,Cover- Wood,Flow- Summer Base Flow,Floodplain Connectivity,Off-Channel- Side-Channels,Pool Quantity and Quality,Temperature- Rearing","Bank Restoration, Channel Complexity Restoration, Channel Modification, Fine Sediment Management, Floodplain Reconnection, Instream Flow Enhancement, Riparian Restoration and Management, Side Channel and Off-Channel Habitat Restoration, Upland Management, Water Quality Improvement",27.Jan.2380
Methow River Thompson 07,Methow,Methow River-Thompson Creek,"Restore Reach Function, Address Limiting Factors",2,"Spring Chinook, Steelhead","Winter Rearing,Summer Rearing","Flow- Summer Base Flow,Riparian-Canopy Cover","Bank Stability,Floodplain Connectivity,Off-Channel- Side-Channels,Riparian-Disturbance,Riparian","Bank Restoration, Channel Complexity Restoration, Channel Modification, Floodplain Reconnection, Instream Flow Enhancement, Riparian Restoration and Management, Side Channel and Off-Channel Habitat Restoration, Upland Management",27.Jan.2381
Methow River Thompson 08,Methow,Methow River-Thompson Creek,"Restore Reach Function, Address Limiting Factors",2,"Spring Chinook, Steelhead","Winter Rearing,Summer Rearing","Flow- Summer Base Flow,Riparian-Canopy Cover","Bank Stability,Floodplain Connectivity,Off-Channel- Side-Channels,Riparian-Disturbance,Riparian","Bank Restoration, Channel Complexity Restoration, Channel Modification, Floodplain Reconnection, Instream Flow Enhancement, Riparian Restoration and Management, Side Channel and Off-Channel Habitat Restoration, Upland Management",27.Jan.2382
Twisp River Lower 02,Methow,Lower Twisp River,"Restore Reach Function, Address Limiting Factors",2,"Spring Chinook, Steelhead","Winter Rearing,Summer Rearing","Bank Stability,Flow- Summer Base Flow,Floodplain Connectivity,Riparian-Canopy Cover,Temperature- Rearing","Channel Stability,Stability,Cover- Wood,Off-Channel- Side-Channels,Pool Quantity and Quality,Riparian-Disturbance,Riparian","Bank Restoration, Channel Complexity Restoration, Channel Modification, Fine Sediment Management, Floodplain Reconnection, Instream Flow Enhancement, Riparian Restoration and Management, Side Channel and Off-Channel Habitat Restoration, Upland Management, Water Quality Improvement",27.Jan.2383
Twisp River Lower 06,Methow,Lower Twisp River,"Restore Reach Function, Address Limiting Factors",2,"Spring Chinook, Steelhead","Winter Rearing,Summer Rearing","Bank Stability,Channel Stability,Stability,Flow- Summer Base Flow,Floodplain Connectivity,Off-Channel- Side-Channels,Riparian-Disturbance,Riparian-Canopy Cover,Riparian,Temperature- Rearing","Coarse Substrate,Cover- Wood,Pool Quantity and Quality,PRCNT Fines and Embeddedness","Bank Restoration, Channel Complexity Restoration, Channel Modification, Fine Sediment Management, Floodplain Reconnection, Instream Flow Enhancement, Riparian Restoration and Management, Side Channel and Off-Channel Habitat Restoration, Upland Management, Water Quality Improvement",27.Jan.2384
Twisp River Lower 09,Methow,Lower Twisp River,"Restore Reach Function, Address Limiting Factors",2,"Spring Chinook, Steelhead","Winter Rearing,Summer Rearing","Cover- Wood,Off-Channel- Side-Channels,Pool Quantity and Quality,Riparian-Disturbance,Riparian-Canopy Cover,Riparian,Temperature- Rearing","Bank Stability,Coarse Substrate,Flow- Summer Base Flow,PRCNT Fines and Embeddedness","Bank Restoration, Channel Complexity Restoration, Channel Modification, Fine Sediment Management, Floodplain Reconnection, Instream Flow Enhancement, Riparian Restoration and Management, Side Channel and Off-Channel Habitat Restoration, Upland Management, Water Quality Improvement",27.Jan.2385
Twisp River Lower 11,Methow,Lower Twisp River,"Restore Reach Function, Address Limiting Factors",2,"Spring Chinook, Steelhead","Winter Rearing,Summer Rearing","Cover- Wood,Riparian-Disturbance,Riparian-Canopy Cover,Riparian,Temperature- Rearing","Bank Stability,Channel Stability,Stability,Coarse Substrate,Floodplain Connectivity,Off-Channel- Side-Channels,Pool Quantity and Quality,PRCNT Fines and Embeddedness","Bank Restoration, Channel Complexity Restoration, Channel Modification, Fine Sediment Management, Floodplain Reconnection, Instream Flow Enhancement, Riparian Restoration and Management, Side Channel and Off-Channel Habitat Restoration, Upland Management, Water Quality Improvement",27.Jan.2386
Twisp River Middle 02,Methow,Middle Twisp River,"Restore Reach Function, Address Limiting Factors",2,"Spring Chinook, Steelhead, Bull Trout","Winter Rearing,Summer Rearing",Temperature- Rearing,"Bank Stability,Channel Stability,Stability,Floodplain Connectivity,Riparian-Disturbance,Riparian-Canopy Cover,Riparian","Bank Restoration, Channel Complexity Restoration, Channel Modification, Floodplain Reconnection, Instream Flow Enhancement, Riparian Restoration and Management, Side Channel and Off-Channel Habitat Restoration, Water Quality Improvement",27.Jan.2387
Twisp River Middle 03,Methow,Middle Twisp River,"Restore Reach Function, Address Limiting Factors",2,"Spring Chinook, Steelhead, Bull Trout","Winter Rearing,Summer Rearing","Cover- Wood,Temperature- Rearing","Channel Stability,Coarse Substrate,Off-Channel- Side-Channels,Pool Quantity and Quality,Riparian-Disturbance,Riparian-Canopy Cover,Riparian,PRCNT Fines and Embeddedness","Bank Restoration, Channel Complexity Restoration, Channel Modification, Fine Sediment Management, Floodplain Reconnection, Instream Flow Enhancement, Riparian Restoration and Management, Side Channel and Off-Channel Habitat Restoration, Upland Management, Water Quality Improvement",27.Jan.2388
Twisp River Middle 06,Methow,Middle Twisp River,Address Limiting Factors,2,Steelhead,"Winter Rearing,Summer Rearing",Cover- Wood,Temperature- Rearing,"Channel Complexity Restoration, Channel Modification, Riparian Restoration and Management, Water Quality Improvement",27.Jan.2389
Chewuch River Pearrygin 01,Methow,Chewuch River-Pearrygin Creek,"Restore Reach Function, Address Limiting Factors",3,"Spring Chinook, Steelhead","Winter Rearing,Summer Rearing","Cover- Wood,Riparian-Canopy Cover,Temperature- Rearing","Coarse Substrate,Flow- Summer Base Flow,Riparian,PRCNT Fines and Embeddedness","Bank Restoration, Channel Complexity Restoration, Channel Modification, Fine Sediment Management, Floodplain Reconnection, Instream Flow Enhancement, Riparian Restoration and Management, Side Channel and Off-Channel Habitat Restoration, Upland Management, Water Quality Improvement",27.Jan.2390
Chewuch River Pearrygin 02,Methow,Chewuch River-Pearrygin Creek,"Restore Reach Function, Address Limiting Factors",3,"Spring Chinook, Steelhead","Winter Rearing,Summer Rearing","Cover- Wood,Riparian-Canopy Cover,Temperature- Rearing","Coarse Substrate,Flow- Summer Base Flow,Riparian,PRCNT Fines and Embeddedness","Bank Restoration, Channel Complexity Restoration, Channel Modification, Fine Sediment Management, Floodplain Reconnection, Instream Flow Enhancement, Riparian Restoration and Management, Side Channel and Off-Channel Habitat Restoration, Upland Management, Water Quality Improvement",27.Jan.2391
Chewuch River Pearrygin 09,Methow,Chewuch River-Pearrygin Creek,"Restore Reach Function, Address Limiting Factors",3,"Spring Chinook, Steelhead","Winter Rearing,Summer Rearing","Cover- Wood,Floodplain Connectivity,Riparian-Canopy Cover,Temperature- Rearing","Bank Stability,Flow- Summer Base Flow,Off-Channel- Side-Channels,Riparian","Bank Restoration, Channel Complexity Restoration, Channel Modification, Floodplain Reconnection, Instream Flow Enhancement, Riparian Restoration and Management, Side Channel and Off-Channel Habitat Restoration, Upland Management, Water Quality Improvement",27.Jan.2392
Entiat River Mills 06,Entiat,Entiat River-Mills Creek,"Restore Reach Function, Address Limiting Factors",3,"Spring Chinook, Steelhead","Winter Rearing,Summer Rearing","Flow- Summer Base Flow,Riparian-Canopy Cover","Cover- Wood,Floodplain Connectivity,Off-Channel- Side-Channels,Pool Quantity and Quality,Riparian-Disturbance,Riparian,Temperature- Rearing","Bank Restoration, Channel Complexity Restoration, Channel Modification, Fine Sediment Management, Floodplain Reconnection, Instream Flow Enhancement, Riparian Restoration and Management, Side Channel and Off-Channel Habitat Restoration, Upland Management, Water Quality Improvement",27.Jan.2393
Methow River Thompson 02,Methow,Methow River-Thompson Creek,"Restore Reach Function, Address Limiting Factors",3,"Spring Chinook, Steelhead","Winter Rearing,Summer Rearing","Riparian-Disturbance,Riparian-Canopy Cover,Riparian","Bank Stability,Channel Stability,Stability,Cover- Wood,Flow- Summer Base Flow,Floodplain Connectivity,Off-Channel- Side-Channels,Pool Quantity and Quality,Temperature- Rearing","Bank Restoration, Channel Complexity Restoration, Channel Modification, Fine Sediment Management, Floodplain Reconnection, Instream Flow Enhancement, Riparian Restoration and Management, Side Channel and Off-Channel Habitat Restoration, Upland Management, Water Quality Improvement",27.Jan.2394
Methow River Thompson 03,Methow,Methow River-Thompson Creek,"Restore Reach Function, Address Limiting Factors",3,"Spring Chinook, Steelhead","Winter Rearing,Summer Rearing","Riparian-Disturbance,Riparian-Canopy Cover,Riparian","Bank Stability,Channel Stability,Stability,Cover- Wood,Flow- Summer Base Flow,Floodplain Connectivity,Off-Channel- Side-Channels,Pool Quantity and Quality,Temperature- Rearing,PRCNT Fines and Embeddedness","Bank Restoration, Channel Complexity Restoration, Channel Modification, Fine Sediment Management, Floodplain Reconnection, Instream Flow Enhancement, Riparian Restoration and Management, Side Channel and Off-Channel Habitat Restoration, Upland Management, Water Quality Improvement",27.Jan.2395
Methow River Thompson 09,Methow,Methow River-Thompson Creek,"Restore Reach Function, Address Limiting Factors",3,"Spring Chinook, Steelhead","Winter Rearing,Summer Rearing","Flow- Summer Base Flow,Riparian-Canopy Cover","Bank Stability,Floodplain Connectivity,Off-Channel- Side-Channels,Riparian-Disturbance,Riparian,Temperature- Rearing","Bank Restoration, Channel Complexity Restoration, Channel Modification, Floodplain Reconnection, Instream Flow Enhancement, Riparian Restoration and Management, Side Channel and Off-Channel Habitat Restoration, Upland Management, Water Quality Improvement",27.Jan.2396
Twisp River Lower 07,Methow,Lower Twisp River,"Restore Reach Function, Address Limiting Factors",3,"Spring Chinook, Steelhead","Winter Rearing,Summer Rearing","Flow- Summer Base Flow,Temperature- Rearing","Bank Stability,Channel Stability,Stability,Coarse Substrate,Cover- Wood,Floodplain Connectivity,Off-Channel- Side-Channels,Riparian-Disturbance,Riparian-Canopy Cover,Riparian,PRCNT Fines and Embeddedness","Bank Restoration, Channel Complexity Restoration, Channel Modification, Fine Sediment Management, Floodplain Reconnection, Instream Flow Enhancement, Riparian Restoration and Management, Side Channel and Off-Channel Habitat Restoration, Upland Management, Water Quality Improvement",27.Jan.2397
Twisp River Lower 08,Methow,Lower Twisp River,"Restore Reach Function, Address Limiting Factors",3,"Spring Chinook, Steelhead","Winter Rearing,Summer Rearing","Cover- Wood,Riparian-Disturbance,Riparian-Canopy Cover,Riparian,Temperature- Rearing","Bank Stability,Channel Stability,Stability,Flow- Summer Base Flow,Floodplain Connectivity,Off-Channel- Side-Channels,Pool Quantity and Quality","Bank Restoration, Channel Complexity Restoration, Channel Modification, Fine Sediment Management, Floodplain Reconnection, Instream Flow Enhancement, Riparian Restoration and Management, Side Channel and Off-Channel Habitat Restoration, Upland Management, Water Quality Improvement",27.Jan.2398
